The nurse at the school infirmary is examining the student.,https://d1pra95f92lrn3.cloudfront.net/audio/198006.mp3,nurse,https://d1pra95f92lrn3.cloudfront.net/audio/88502.mp3,Die Krankenschwester untersucht den Schüler im Krankenzimmer der Schule.,https://d1pra95f92lrn3.cloudfront.net/audio/398137.mp3,Krankenschwester,die,https://d1pra95f92lrn3.cloudfront.net/audio/1303679.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21768_192square.jpg,w21768
The person is using a computer to write an e-mail.,https://d1pra95f92lrn3.cloudfront.net/audio/1178597.mp3,use,https://d1pra95f92lrn3.cloudfront.net/audio/4105.mp3,"Die Person benutzt einen Computer, um eine E-Mail zu schreiben.",https://d1pra95f92lrn3.cloudfront.net/audio/309821.mp3,benutzen,,https://d1pra95f92lrn3.cloudfront.net/audio/1302480.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/17270_192square.jpg,w17270
The school is closed in August.,https://d1pra95f92lrn3.cloudfront.net/audio/64198.mp3,August,https://d1pra95f92lrn3.cloudfront.net/audio/3225.mp3,Die Schule ist im August geschlossen.,https://d1pra95f92lrn3.cloudfront.net/audio/354530.mp3,August,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304979.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22022_192square.jpg,w22022
The starfish has five legs.,https://d1pra95f92lrn3.cloudfront.net/audio/198022.mp3,five,https://d1pra95f92lrn3.cloudfront.net/audio/88320.mp3,Der Seestern hat fünf Beine.,https://d1pra95f92lrn3.cloudfront.net/audio/354543.mp3,fünf,,https://d1pra95f92lrn3.cloudfront.net/audio/95742.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8167_192square.jpg,w8167
The tourists see the sunset.,https://d1pra95f92lrn3.cloudfront.net/audio/303736.mp3,see,https://d1pra95f92lrn3.cloudfront.net/audio/4124.mp3,Die Touristen sehen den Sonnenuntergang.,https://d1pra95f92lrn3.cloudfront.net/audio/310776.mp3,sehen,,https://d1pra95f92lrn3.cloudfront.net/audio/1302525.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/17269_192square.jpg,w17269
The two arms are raised.,https://d1pra95f92lrn3.cloudfront.net/audio/197907.mp3,arm,https://d1pra95f92lrn3.cloudfront.net/audio/310921.mp3,Die beiden Arme sind gehoben.,https://d1pra95f92lrn3.cloudfront.net/audio/1303461.mp3,Arm,der,https://d1pra95f92lrn3.cloudfront.net/audio/1303457.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9562_192square.jpg,w9562
The woman does housework.,https://d1pra95f92lrn3.cloudfront.net/audio/303442.mp3,do,https://d1pra95f92lrn3.cloudfront.net/audio/3066.mp3,Die Frau macht Hausarbeit.,https://d1pra95f92lrn3.cloudfront.net/audio/309797.mp3,machen,,https://d1pra95f92lrn3.cloudfront.net/audio/1302512.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9432_192square.jpg,w9432
The woman is  rinsing her leg.,https://d1pra95f92lrn3.cloudfront.net/audio/3869.mp3,leg,https://d1pra95f92lrn3.cloudfront.net/audio/262976.mp3,Die Frau wäscht ihr Bein.,https://d1pra95f92lrn3.cloudfront.net/audio/1302804.mp3,Bein,das,https://d1pra95f92lrn3.cloudfront.net/audio/1302800.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8542_192square.jpg,w8542
The woman is looking at something far away.,https://d1pra95f92lrn3.cloudfront.net/audio/3390.mp3,far,https://d1pra95f92lrn3.cloudfront.net/audio/88444.mp3,"Die Frau guckt auf etwas, das weit entfernt ist.",https://d1pra95f92lrn3.cloudfront.net/audio/983597.mp3,weit,,https://d1pra95f92lrn3.cloudfront.net/audio/95857.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8065_192square.jpg,w8065
There are seven days in a week.,https://d1pra95f92lrn3.cloudfront.net/audio/253708.mp3,week,https://d1pra95f92lrn3.cloudfront.net/audio/4258.mp3,Es sind sieben (7) Tage in jeder Woche.,https://d1pra95f92lrn3.cloudfront.net/audio/639036.mp3,Woche,die,https://d1pra95f92lrn3.cloudfront.net/audio/1302698.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22019_192square.jpg,w22019
There are sixty seconds in a minute.,https://d1pra95f92lrn3.cloudfront.net/audio/3260.mp3,second,https://d1pra95f92lrn3.cloudfront.net/audio/91685.mp3,Es sind sechzig Sekunden in einer Minute.,https://d1pra95f92lrn3.cloudfront.net/audio/1302645.mp3,Sekunde,die,https://d1pra95f92lrn3.cloudfront.net/audio/1304952.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22047_192square.jpg,w22047
There are sixty seconds in a minute.,https://d1pra95f92lrn3.cloudfront.net/audio/3260.mp3,minute,https://d1pra95f92lrn3.cloudfront.net/audio/3257.mp3,Es sind sechzig Sekunden in einer Minute.,https://d1pra95f92lrn3.cloudfront.net/audio/1302645.mp3,Minute,die,https://d1pra95f92lrn3.cloudfront.net/audio/1302642.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22043_192square.jpg,w22043
three degrees,https://d1pra95f92lrn3.cloudfront.net/audio/198018.mp3,three,https://d1pra95f92lrn3.cloudfront.net/audio/88318.mp3,drei Grad,https://d1pra95f92lrn3.cloudfront.net/audio/354541.mp3,drei,,https://d1pra95f92lrn3.cloudfront.net/audio/95755.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9718_192square.jpg,w9718
"Tomorrow is Wednesday, and the day after tomorrow is Thursday.",https://d1pra95f92lrn3.cloudfront.net/audio/55020.mp3,Thursday,https://d1pra95f92lrn3.cloudfront.net/audio/87729.mp3,Morgen ist Mittwoch und übermorgen ist Donnerstag.,https://d1pra95f92lrn3.cloudfront.net/audio/1304948.mp3,Donnerstag,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302703.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22033_192square.jpg,w22033
"Tuesday, January 1st",https://d1pra95f92lrn3.cloudfront.net/audio/253714.mp3,Tuesday,https://d1pra95f92lrn3.cloudfront.net/audio/87726.mp3,"Dienstag, der 1. Januar",https://d1pra95f92lrn3.cloudfront.net/audio/354504.mp3,Dienstag,der,https://d1pra95f92lrn3.cloudfront.net/audio/95125.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22039_192square.jpg,w22039
ugly face,https://d1pra95f92lrn3.cloudfront.net/audio/262774.mp3,ugly,https://d1pra95f92lrn3.cloudfront.net/audio/3843.mp3,hässliches Gesicht,https://d1pra95f92lrn3.cloudfront.net/audio/1305007.mp3,hässlich,,https://d1pra95f92lrn3.cloudfront.net/audio/1305002.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8197_192square.jpg,w8197
Vegetables are good for you.,https://d1pra95f92lrn3.cloudfront.net/audio/3008.mp3,good,https://d1pra95f92lrn3.cloudfront.net/audio/3004.mp3,Gemüse ist gut für dich.,https://d1pra95f92lrn3.cloudfront.net/audio/1302574.mp3,gut,,https://d1pra95f92lrn3.cloudfront.net/audio/96588.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/16933_192square.jpg,w16933
very difficult,https://d1pra95f92lrn3.cloudfront.net/audio/91369.mp3,difficult,https://d1pra95f92lrn3.cloudfront.net/audio/4217.mp3,sehr schwierig,https://d1pra95f92lrn3.cloudfront.net/audio/721648.mp3,schwierig,,https://d1pra95f92lrn3.cloudfront.net/audio/1302593.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/17227_192square.jpg,w17227
We are getting married in June.,https://d1pra95f92lrn3.cloudfront.net/audio/68626.mp3,June,https://d1pra95f92lrn3.cloudfront.net/audio/3218.mp3,Wir werden im Juni heiraten.,https://d1pra95f92lrn3.cloudfront.net/audio/354529.mp3,Juni,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304973.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22027_192square.jpg,w22027
We hired a new cook for the hotel restaurant.,https://d1pra95f92lrn3.cloudfront.net/audio/90642.mp3,cook,https://d1pra95f92lrn3.cloudfront.net/audio/306127.mp3,Wir haben einen neuen Koch für das Hotelrestaurant eingestellt.,https://d1pra95f92lrn3.cloudfront.net/audio/310623.mp3,Koch,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304629.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21802_192square.jpg,w21802
We like to sleep late on Sunday mornings.,https://d1pra95f92lrn3.cloudfront.net/audio/3169.mp3,Sunday,https://d1pra95f92lrn3.cloudfront.net/audio/3166.mp3,Wir schlafen sonntags morgens gerne aus.,https://d1pra95f92lrn3.cloudfront.net/audio/639167.mp3,Sonntag,der,https://d1pra95f92lrn3.cloudfront.net/audio/95119.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22034_192square.jpg,w22034
Wear a helmet to protect your head.,https://d1pra95f92lrn3.cloudfront.net/audio/262977.mp3,head,https://d1pra95f92lrn3.cloudfront.net/audio/3876.mp3,"Trage einen Helm, um deinen Kopf zu schützen.",https://d1pra95f92lrn3.cloudfront.net/audio/1302860.mp3,Kopf,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302858.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21800_192square.jpg,w21800
Wednesday nights we play poker at my house.,https://d1pra95f92lrn3.cloudfront.net/audio/3146.mp3,Wednesday,https://d1pra95f92lrn3.cloudfront.net/audio/87725.mp3,Mittwochs abends spielen wir Poker bei mir zu Hause.,https://d1pra95f92lrn3.cloudfront.net/audio/354505.mp3,Mittwoch,der,https://d1pra95f92lrn3.cloudfront.net/audio/95107.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22037_192square.jpg,w22037
"When I first meet someone, I like to say, ""Hello.""",https://d1pra95f92lrn3.cloudfront.net/audio/2889.mp3,Hello.,https://d1pra95f92lrn3.cloudfront.net/audio/88341.mp3,"Wenn ich jemanden zum ersten Mal treffe, sage ich gerne ""Hallo.""",https://d1pra95f92lrn3.cloudfront.net/audio/1302695.mp3,Hallo.,,https://d1pra95f92lrn3.cloudfront.net/audio/95777.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21643_192square.jpg,w21643
Write the plans for Friday on the calendar.,https://d1pra95f92lrn3.cloudfront.net/audio/253716.mp3,Friday,https://d1pra95f92lrn3.cloudfront.net/audio/87727.mp3,Schreibe die Pläne für Freitag auf den Kalender.,https://d1pra95f92lrn3.cloudfront.net/audio/1304949.mp3,Freitag,der,https://d1pra95f92lrn3.cloudfront.net/audio/95112.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22035_192square.jpg,w22035
yesterday afternoon,https://d1pra95f92lrn3.cloudfront.net/audio/3185.mp3,yesterday,https://d1pra95f92lrn3.cloudfront.net/audio/88862.mp3,gestern Nachmittag,https://d1pra95f92lrn3.cloudfront.net/audio/1302632.mp3,gestern,,https://d1pra95f92lrn3.cloudfront.net/audio/96320.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22016_192square.jpg,w22016
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,near,https://d1pra95f92lrn3.cloudfront.net/audio/85485.mp3,,,nahe,,https://d1pra95f92lrn3.cloudfront.net/audio/1305010.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9622_192square.jpg,w9622
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Good morning.,https://d1pra95f92lrn3.cloudfront.net/audio/88343.mp3,,,Guten Morgen.,,https://d1pra95f92lrn3.cloudfront.net/audio/95776.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/17247_192square.jpg,w17247
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Good night.,https://d1pra95f92lrn3.cloudfront.net/audio/91172.mp3,,,Gute Nacht.,,https://d1pra95f92lrn3.cloudfront.net/audio/95774.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21964_192square.jpg,w21964
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Delicious!,https://d1pra95f92lrn3.cloudfront.net/audio/89203.mp3,,,Lecker!,,https://d1pra95f92lrn3.cloudfront.net/audio/1302848.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/10146_192square.jpg,w10146
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,I'm...(name).,https://d1pra95f92lrn3.cloudfront.net/audio/87588.mp3,,,Ich bin... (Name).,,https://d1pra95f92lrn3.cloudfront.net/audio/397310.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21967_192square.jpg,w21967
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Goodbye.,https://d1pra95f92lrn3.cloudfront.net/audio/2907.mp3,,,Auf Wiedersehen.,,https://d1pra95f92lrn3.cloudfront.net/audio/95769.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21968_192square.jpg,w21968
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,one,https://d1pra95f92lrn3.cloudfront.net/audio/88316.mp3,,,eins,,https://d1pra95f92lrn3.cloudfront.net/audio/1304957.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8873_192square.jpg,w8873
,,,,,,,,,,
,,Yes.,https://d1pra95f92lrn3.cloudfront.net/audio/85479.mp3,,,Ja.,,https://d1pra95f92lrn3.cloudfront.net/audio/640073.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/14816_192square.jpg,w14816
